table,row_id,status,fields
natlangwords,65206,only-jbovlaste,
natlangwords,65521,only-jbovlaste,
natlangwords,66300,only-jbovlaste,
natlangwords,66302,only-jbovlaste,
natlangwords,66348,only-jbovlaste,
natlangwords,66350,only-jbovlaste,
natlangwords,66351,only-jbovlaste,
natlangwords,66352,only-jbovlaste,
natlangwords,66354,only-jbovlaste,
natlangwords,66421,only-jbovlaste,
natlangwords,66506,only-jbovlaste,
natlangwords,66589,only-jbovlaste,
natlangwords,66592,only-jbovlaste,
natlangwords,66593,only-jbovlaste,
natlangwords,66594,only-jbovlaste,
natlangwords,66674,only-jbovlaste,
natlangwords,66675,only-jbovlaste,
natlangwords,66676,only-jbovlaste,
natlangwords,66677,only-jbovlaste,
natlangwords,66678,only-jbovlaste,
natlangwords,66679,only-jbovlaste,
natlangwords,66850,only-jbovlaste,
natlangwords,66878,only-jbovlaste,
natlangwords,66958,only-jbovlaste,
natlangwords,66959,only-jbovlaste,
natlangwords,66960,only-jbovlaste,
natlangwords,66961,only-jbovlaste,
natlangwords,66962,only-jbovlaste,
natlangwords,66963,only-jbovlaste,
natlangwords,66964,only-jbovlaste,
natlangwords,66965,only-jbovlaste,
natlangwords,66967,only-jbovlaste,
natlangwords,66968,only-jbovlaste,
natlangwords,67091,only-jbovlaste,
natlangwords,67092,only-jbovlaste,
natlangwords,67113,only-jbovlaste,
natlangwords,67114,only-jbovlaste,
natlangwords,67115,only-jbovlaste,
natlangwords,67448,only-jbovlaste,
natlangwords,67545,only-jbovlaste,
natlangwords,67557,only-jbovlaste,
natlangwords,67704,only-jbovlaste,
natlangwords,67758,only-jbovlaste,
natlangwords,67759,only-jbovlaste,
natlangwords,67812,only-jbovlaste,
natlangwords,67836,only-jbovlaste,
natlangwords,67837,only-jbovlaste,
natlangwords,67838,only-jbovlaste,
natlangwords,67909,only-jbovlaste,
natlangwords,67910,only-jbovlaste,
natlangwords,68158,only-jbovlaste,
natlangwords,68172,only-jbovlaste,
natlangwords,68173,only-jbovlaste,
natlangwords,68174,only-jbovlaste,
natlangwords,68641,only-jbovlaste,
natlangwords,68642,only-jbovlaste,
natlangwords,68643,only-jbovlaste,
natlangwords,68644,only-jbovlaste,
natlangwords,68645,only-jbovlaste,
natlangwords,68715,only-jbovlaste,
natlangwords,68734,only-jbovlaste,
natlangwords,68735,only-jbovlaste,
natlangwords,68736,only-jbovlaste,
natlangwords,68737,only-jbovlaste,
natlangwords,68738,only-jbovlaste,
natlangwords,68961,only-jbovlaste,
natlangwords,68963,only-jbovlaste,
natlangwords,68965,only-jbovlaste,
natlangwords,69050,only-jbovlaste,
natlangwords,69054,only-jbovlaste,
natlangwords,69059,only-jbovlaste,
natlangwords,69064,only-jbovlaste,
natlangwords,69066,only-jbovlaste,
natlangwords,69247,only-jbovlaste,
natlangwords,69250,only-jbovlaste,
natlangwords,69279,only-jbovlaste,
natlangwords,69323,only-jbovlaste,
natlangwords,69362,only-jbovlaste,
natlangwords,69719,only-jbovlaste,
natlangwords,69881,only-jbovlaste,
natlangwords,70015,only-jbovlaste,
natlangwords,70016,only-jbovlaste,
natlangwords,70017,only-jbovlaste,
natlangwords,70019,only-jbovlaste,
natlangwords,70020,only-jbovlaste,
natlangwords,70104,only-jbovlaste,
natlangwords,70111,only-jbovlaste,
natlangwords,70113,only-jbovlaste,
natlangwords,70114,only-jbovlaste,
natlangwords,70119,only-jbovlaste,
natlangwords,70120,only-jbovlaste,
natlangwords,70121,only-jbovlaste,
natlangwords,70122,only-jbovlaste,
natlangwords,70298,only-jbovlaste,
natlangwords,70299,only-jbovlaste,
natlangwords,70314,only-jbovlaste,
natlangwords,70315,only-jbovlaste,
natlangwords,70362,only-jbovlaste,
natlangwords,70364,only-jbovlaste,
natlangwords,70365,only-jbovlaste,
natlangwords,70418,only-jbovlaste,
natlangwords,70428,only-jbovlaste,
natlangwords,70858,only-jbovlaste,
natlangwords,70862,only-jbovlaste,
natlangwords,70987,only-jbovlaste,
natlangwords,71098,only-jbovlaste,
natlangwords,71101,only-jbovlaste,
natlangwords,71102,only-jbovlaste,
natlangwords,71132,only-jbovlaste,
natlangwords,71133,only-jbovlaste,
natlangwords,71135,only-jbovlaste,
natlangwords,71136,only-jbovlaste,
natlangwords,71171,only-jbovlaste,
natlangwords,71175,only-jbovlaste,
natlangwords,71176,only-jbovlaste,
natlangwords,71180,only-jbovlaste,
natlangwords,71182,only-jbovlaste,
natlangwords,71190,only-jbovlaste,
natlangwords,71191,only-jbovlaste,
natlangwords,71229,only-jbovlaste,
natlangwords,71344,only-jbovlaste,
natlangwords,71345,only-jbovlaste,
natlangwords,71536,only-jbovlaste,
natlangwords,71564,only-jbovlaste,
natlangwords,71672,only-jbovlaste,
natlangwords,71750,only-jbovlaste,
natlangwords,71853,only-jbovlaste,
natlangwords,71915,only-jbovlaste,
natlangwords,71916,only-jbovlaste,
natlangwords,71917,only-jbovlaste,
natlangwords,71926,only-jbovlaste,
natlangwords,71950,only-jbovlaste,
natlangwords,72024,only-jbovlaste,
natlangwords,72025,only-jbovlaste,
natlangwords,72027,only-jbovlaste,
natlangwords,72028,only-jbovlaste,
natlangwords,72030,only-jbovlaste,
natlangwords,72049,only-jbovlaste,
natlangwords,72075,only-jbovlaste,
natlangwords,72080,only-jbovlaste,
natlangwords,72101,only-jbovlaste,
natlangwords,72237,only-jbovlaste,
natlangwords,72238,only-jbovlaste,
natlangwords,72239,only-jbovlaste,
natlangwords,72240,only-jbovlaste,
natlangwords,72243,only-jbovlaste,
natlangwords,72246,only-jbovlaste,
natlangwords,72342,only-jbovlaste,
natlangwords,72367,only-jbovlaste,
natlangwords,72368,only-jbovlaste,
natlangwords,72369,only-jbovlaste,
natlangwords,72426,only-jbovlaste,
natlangwords,72488,only-jbovlaste,
natlangwords,72851,only-jbovlaste,
natlangwords,72852,only-jbovlaste,
natlangwords,72905,only-jbovlaste,
natlangwords,72945,only-jbovlaste,
natlangwords,72946,only-jbovlaste,
natlangwords,73406,only-jbovlaste,
natlangwords,73407,only-jbovlaste,
natlangwords,73408,only-jbovlaste,
natlangwords,73410,only-jbovlaste,
natlangwords,73411,only-jbovlaste,
natlangwords,73412,only-jbovlaste,
natlangwords,73413,only-jbovlaste,
natlangwords,73414,only-jbovlaste,
natlangwords,73434,only-jbovlaste,
natlangwords,73511,only-jbovlaste,
natlangwords,73514,only-jbovlaste,
natlangwords,73515,only-jbovlaste,
natlangwords,73586,only-jbovlaste,
natlangwords,73587,only-jbovlaste,
natlangwords,73614,only-jbovlaste,
natlangwords,73615,only-jbovlaste,
natlangwords,73616,only-jbovlaste,
natlangwords,73688,only-jbovlaste,
natlangwords,73690,only-jbovlaste,
natlangwords,73775,only-jbovlaste,
natlangwords,73845,only-jbovlaste,
natlangwords,73846,only-jbovlaste,
natlangwords,73848,only-jbovlaste,
natlangwords,73916,only-jbovlaste,
natlangwords,73917,only-jbovlaste,
natlangwords,73919,only-jbovlaste,
natlangwords,73920,only-jbovlaste,
natlangwords,73931,only-jbovlaste,
natlangwords,73932,only-jbovlaste,
natlangwords,73933,only-jbovlaste,
natlangwords,73934,only-jbovlaste,
natlangwords,73935,only-jbovlaste,
natlangwords,73936,only-jbovlaste,
natlangwords,73937,only-jbovlaste,
natlangwords,73938,only-jbovlaste,
natlangwords,73939,only-jbovlaste,
natlangwords,73940,only-jbovlaste,
natlangwords,73941,only-jbovlaste,
natlangwords,73973,only-jbovlaste,
natlangwords,74121,only-jbovlaste,
natlangwords,74122,only-jbovlaste,
natlangwords,74123,only-jbovlaste,
natlangwords,74621,only-jbovlaste,
natlangwords,74622,only-jbovlaste,
natlangwords,74623,only-jbovlaste,
natlangwords,74632,only-jbovlaste,
natlangwords,74665,only-jbovlaste,
natlangwords,74666,only-jbovlaste,
natlangwords,74667,only-jbovlaste,
natlangwords,74826,only-jbovlaste,
natlangwords,74828,only-jbovlaste,
natlangwords,74829,only-jbovlaste,
natlangwords,74830,only-jbovlaste,
natlangwords,75040,only-jbovlaste,
natlangwords,75214,only-jbovlaste,
natlangwords,75215,only-jbovlaste,
natlangwords,75228,only-jbovlaste,
natlangwords,75229,only-jbovlaste,
natlangwords,75231,only-jbovlaste,
natlangwords,75235,only-jbovlaste,
natlangwords,75439,only-jbovlaste,
natlangwords,75440,only-jbovlaste,
natlangwords,75441,only-jbovlaste,
natlangwords,75442,only-jbovlaste,
natlangwords,8648,only-jbovlaste,
natlangwords,9598,only-jbovlaste,
threads,18,only-jbovlaste,
threads,19,only-jbovlaste,
threads,20,only-jbovlaste,
valsi,1,different,rafsi
valsi,10,different,rafsi
valsi,100,different,rafsi
valsi,1000,different,rafsi
valsi,1001,different,rafsi
valsi,1002,different,rafsi
valsi,1003,different,rafsi
valsi,1004,different,rafsi
valsi,1005,different,rafsi
valsi,1006,different,rafsi
valsi,1007,different,rafsi
valsi,1008,different,rafsi
valsi,1009,different,rafsi
valsi,101,different,rafsi
valsi,1010,different,rafsi
valsi,1011,different,rafsi
valsi,1012,different,rafsi
valsi,1013,different,rafsi
valsi,1014,different,rafsi
valsi,1015,different,rafsi
valsi,1016,different,rafsi
valsi,1017,different,rafsi
valsi,1018,different,rafsi
valsi,1019,different,rafsi
valsi,102,different,rafsi
valsi,1020,different,rafsi
valsi,1021,different,rafsi
valsi,1022,different,rafsi
valsi,1023,different,rafsi
valsi,1024,different,rafsi
valsi,1025,different,rafsi
valsi,1026,different,rafsi
valsi,1027,different,rafsi
valsi,1028,different,rafsi
valsi,1029,different,rafsi
valsi,103,different,rafsi
valsi,1030,different,rafsi
valsi,1031,different,rafsi
valsi,1032,different,rafsi
valsi,1033,different,rafsi
valsi,1034,different,rafsi
valsi,1035,different,rafsi
valsi,1036,different,rafsi
valsi,1037,different,rafsi
valsi,1038,different,rafsi
valsi,1039,different,rafsi
valsi,104,different,rafsi
valsi,1040,different,rafsi
valsi,1041,different,rafsi
valsi,1042,different,rafsi
valsi,1043,different,rafsi
valsi,1044,different,rafsi
valsi,1045,different,rafsi
valsi,1046,different,rafsi
valsi,1047,different,rafsi
valsi,1048,different,rafsi
valsi,1049,different,rafsi
valsi,105,different,rafsi
valsi,1050,different,rafsi
valsi,1051,different,rafsi
valsi,1052,different,rafsi
valsi,1053,different,rafsi
valsi,1054,different,rafsi
valsi,1055,different,rafsi
valsi,1056,different,rafsi
valsi,1057,different,rafsi
valsi,1058,different,rafsi
valsi,1059,different,rafsi
valsi,106,different,rafsi
valsi,1060,different,rafsi
valsi,1061,different,rafsi
valsi,1062,different,rafsi
valsi,1063,different,rafsi
valsi,1064,different,rafsi
valsi,1065,different,rafsi
valsi,1066,different,rafsi
valsi,1067,different,rafsi
valsi,1068,different,rafsi
valsi,1069,different,rafsi
valsi,107,different,rafsi
valsi,1070,different,rafsi
valsi,1071,different,rafsi
valsi,1072,different,rafsi
valsi,1073,different,rafsi
valsi,1074,different,rafsi
valsi,1075,different,rafsi
valsi,1076,different,rafsi
valsi,1077,different,rafsi
valsi,1078,different,rafsi
valsi,1079,different,rafsi
valsi,108,different,rafsi
valsi,1080,different,rafsi
valsi,1081,different,rafsi
valsi,1082,different,rafsi
valsi,1083,different,rafsi
valsi,1084,different,rafsi
valsi,1085,different,rafsi
valsi,1086,different,rafsi
valsi,1087,different,rafsi
valsi,1088,different,rafsi
valsi,1089,different,rafsi
valsi,109,different,rafsi
valsi,1090,different,rafsi
valsi,1091,different,rafsi
valsi,1092,different,rafsi
valsi,1093,different,rafsi
valsi,1094,different,rafsi
valsi,1095,different,rafsi
valsi,1096,different,rafsi
valsi,1097,different,rafsi
valsi,1098,different,rafsi
valsi,1099,different,rafsi
valsi,11,different,rafsi
valsi,110,different,rafsi
valsi,1100,different,rafsi
valsi,1101,different,rafsi
valsi,1102,different,rafsi
valsi,1103,different,rafsi
valsi,1104,different,rafsi
valsi,1105,different,rafsi
valsi,1106,different,rafsi
valsi,1107,different,rafsi
valsi,1108,different,rafsi
valsi,1109,different,rafsi
valsi,111,different,rafsi
valsi,1110,different,rafsi
valsi,1111,different,rafsi
valsi,1112,different,rafsi
valsi,1113,different,rafsi
valsi,1114,different,rafsi
valsi,1115,different,rafsi
valsi,1116,different,rafsi
valsi,1117,different,rafsi
valsi,1118,different,rafsi
valsi,1119,different,rafsi
valsi,112,different,rafsi
valsi,1120,different,rafsi
valsi,1121,different,rafsi
valsi,1122,different,rafsi
valsi,1123,different,rafsi
valsi,1124,different,rafsi
valsi,1125,different,rafsi
valsi,1126,different,rafsi
valsi,1127,different,rafsi
valsi,1128,different,rafsi
valsi,1129,different,rafsi
valsi,113,different,rafsi
valsi,1130,different,rafsi
valsi,1131,different,rafsi
valsi,1132,different,rafsi
valsi,1133,different,rafsi
valsi,1134,different,rafsi
valsi,1135,different,rafsi
valsi,1136,different,rafsi
valsi,1137,different,rafsi
valsi,1138,different,rafsi
valsi,1139,different,rafsi
valsi,114,different,rafsi
valsi,1140,different,rafsi
valsi,1141,different,rafsi
valsi,1142,different,rafsi
valsi,1143,different,rafsi
valsi,1144,different,rafsi
valsi,1145,different,rafsi
valsi,1146,different,rafsi
valsi,1147,different,rafsi
valsi,1148,different,rafsi
valsi,1149,different,rafsi
valsi,115,different,rafsi
valsi,1150,different,rafsi
valsi,1151,different,rafsi
valsi,1152,different,rafsi
valsi,1153,different,rafsi
valsi,1154,different,rafsi
valsi,1155,different,rafsi
valsi,1156,different,rafsi
valsi,1157,different,rafsi
valsi,1158,different,rafsi
valsi,1159,different,rafsi
valsi,116,different,rafsi
valsi,1160,different,rafsi
valsi,1161,different,rafsi
valsi,1162,different,rafsi
valsi,1163,different,rafsi
valsi,1164,different,rafsi
valsi,1165,different,rafsi
valsi,1166,different,rafsi
valsi,1167,different,rafsi
valsi,1168,different,rafsi
valsi,1169,different,rafsi
valsi,117,different,rafsi
valsi,1170,different,rafsi
valsi,1171,different,rafsi
valsi,1172,different,rafsi
valsi,1173,different,rafsi
valsi,1174,different,rafsi
valsi,1175,different,rafsi
valsi,1176,different,rafsi
valsi,1177,different,rafsi
valsi,1178,different,rafsi
valsi,1179,different,rafsi
valsi,118,different,rafsi
valsi,1180,different,rafsi
valsi,1181,different,rafsi
valsi,1182,different,rafsi
valsi,1183,different,rafsi
valsi,1184,different,rafsi
valsi,1185,different,rafsi
valsi,1186,different,rafsi
valsi,1187,different,rafsi
valsi,1188,different,rafsi
valsi,1189,different,rafsi
valsi,119,different,rafsi
valsi,1190,different,rafsi
valsi,1191,different,rafsi
valsi,1192,different,rafsi
valsi,1193,different,rafsi
valsi,1194,different,rafsi
valsi,1195,different,rafsi
valsi,1196,different,rafsi
valsi,1197,different,rafsi
valsi,1198,different,rafsi
valsi,1199,different,rafsi
valsi,12,different,rafsi
valsi,120,different,rafsi
valsi,1200,different,rafsi
valsi,1201,different,rafsi
valsi,1202,different,rafsi
valsi,1203,different,rafsi
valsi,1204,different,rafsi
valsi,1205,different,rafsi
valsi,1206,different,rafsi
valsi,1207,different,rafsi
valsi,1208,different,rafsi
valsi,1209,different,rafsi
valsi,121,different,rafsi
valsi,1210,different,rafsi
valsi,1211,different,rafsi
valsi,1212,different,rafsi
valsi,1213,different,rafsi
valsi,1214,different,rafsi
valsi,1215,different,rafsi
valsi,1216,different,rafsi
valsi,1217,different,rafsi
valsi,1218,different,rafsi
valsi,1219,different,rafsi
valsi,122,different,rafsi
valsi,1220,different,rafsi
valsi,1221,different,rafsi
valsi,1222,different,rafsi
valsi,1223,different,rafsi
valsi,1224,different,rafsi
valsi,1225,different,rafsi
valsi,1226,different,rafsi
valsi,1227,different,rafsi
valsi,1228,different,rafsi
valsi,1229,different,rafsi
valsi,123,different,rafsi
valsi,1230,different,rafsi
valsi,1231,different,rafsi
valsi,1232,different,rafsi
valsi,1233,different,rafsi
valsi,1234,different,rafsi
valsi,1235,different,rafsi
valsi,1236,different,rafsi
valsi,1237,different,rafsi
valsi,1238,different,rafsi
valsi,1239,different,rafsi
valsi,124,different,rafsi
valsi,1240,different,rafsi
valsi,1241,different,rafsi
valsi,1242,different,rafsi
valsi,1243,different,rafsi
valsi,1244,different,rafsi
valsi,1245,different,rafsi
valsi,1246,different,rafsi
valsi,1247,different,rafsi
valsi,1248,different,rafsi
valsi,1249,different,rafsi
valsi,125,different,rafsi
valsi,1250,different,rafsi
valsi,1251,different,rafsi
valsi,1252,different,rafsi
valsi,1253,different,rafsi
valsi,1254,different,rafsi
valsi,1255,different,rafsi
valsi,1256,different,rafsi
valsi,1257,different,rafsi
valsi,1258,different,rafsi
valsi,1259,different,rafsi
valsi,126,different,rafsi
valsi,1260,different,rafsi
valsi,1261,different,rafsi
valsi,1262,different,rafsi
valsi,1263,different,rafsi
valsi,1264,different,rafsi
valsi,1265,different,rafsi
valsi,1266,different,rafsi
valsi,1267,different,rafsi
valsi,1268,different,rafsi
valsi,1269,different,rafsi
valsi,127,different,rafsi
valsi,1270,different,rafsi
valsi,1271,different,rafsi
valsi,1272,different,rafsi
valsi,1273,different,rafsi
valsi,1274,different,rafsi
valsi,1275,different,rafsi
valsi,1276,different,rafsi
valsi,1277,different,rafsi
valsi,1278,different,rafsi
valsi,1279,different,rafsi
valsi,128,different,rafsi
valsi,1280,different,rafsi
valsi,1281,different,rafsi
valsi,1282,different,rafsi
valsi,1283,different,rafsi
valsi,1284,different,rafsi
valsi,1285,different,rafsi
valsi,1286,different,rafsi
valsi,1287,different,rafsi
valsi,1288,different,rafsi
valsi,1289,different,rafsi
valsi,129,different,rafsi
valsi,1290,different,rafsi
valsi,1291,different,rafsi
valsi,1292,different,rafsi
valsi,1293,different,rafsi
valsi,1294,different,rafsi
valsi,1295,different,rafsi
valsi,1296,different,rafsi
valsi,1297,different,rafsi
valsi,1298,different,rafsi
valsi,1299,different,rafsi
valsi,13,different,rafsi
valsi,130,different,rafsi
valsi,1300,different,rafsi
valsi,1301,different,rafsi
valsi,1302,different,rafsi
valsi,1303,different,rafsi
valsi,1304,different,rafsi
valsi,1305,different,rafsi
valsi,1306,different,rafsi
valsi,1307,different,rafsi
valsi,1308,different,rafsi
valsi,1309,different,rafsi
valsi,131,different,rafsi
valsi,1310,different,rafsi
valsi,1311,different,rafsi
valsi,1312,different,rafsi
valsi,1313,different,rafsi
valsi,1314,different,rafsi
valsi,1315,different,rafsi
valsi,1316,different,rafsi
valsi,1317,different,rafsi
valsi,1318,different,rafsi
valsi,1319,different,rafsi
valsi,132,different,rafsi
valsi,1320,different,rafsi
valsi,1321,different,rafsi
valsi,1322,different,rafsi
valsi,1323,different,rafsi
valsi,1324,different,rafsi
valsi,1325,different,rafsi
valsi,1326,different,rafsi
valsi,1327,different,rafsi
valsi,1328,different,rafsi
valsi,1329,different,rafsi
valsi,133,different,rafsi
valsi,1330,different,rafsi
valsi,1331,different,rafsi
valsi,1332,different,rafsi
valsi,1333,different,rafsi
valsi,1334,different,rafsi
valsi,1335,different,rafsi
valsi,1336,different,rafsi
valsi,1337,different,rafsi
valsi,1338,different,rafsi
valsi,134,different,rafsi
valsi,135,different,rafsi
valsi,136,different,rafsi
valsi,137,different,rafsi
valsi,138,different,rafsi
valsi,139,different,rafsi
valsi,14,different,rafsi
valsi,140,different,rafsi
valsi,141,different,rafsi
valsi,142,different,rafsi
valsi,143,different,rafsi
valsi,144,different,rafsi
valsi,145,different,rafsi
valsi,146,different,rafsi
valsi,147,different,rafsi
valsi,148,different,rafsi
valsi,149,different,rafsi
valsi,15,different,rafsi
valsi,150,different,rafsi
valsi,151,different,rafsi
valsi,152,different,rafsi
valsi,153,different,rafsi
valsi,154,different,rafsi
valsi,155,different,rafsi
valsi,156,different,rafsi
valsi,157,different,rafsi
valsi,158,different,rafsi
valsi,159,different,rafsi
valsi,16,different,rafsi
valsi,160,different,rafsi
valsi,161,different,rafsi
valsi,162,different,rafsi
valsi,163,different,rafsi
valsi,164,different,rafsi
valsi,165,different,rafsi
valsi,166,different,rafsi
valsi,167,different,rafsi
valsi,168,different,rafsi
valsi,169,different,rafsi
valsi,17,different,rafsi
valsi,170,different,rafsi
valsi,171,different,rafsi
valsi,172,different,rafsi
valsi,173,different,rafsi
valsi,174,different,rafsi
valsi,175,different,rafsi
valsi,176,different,rafsi
valsi,177,different,rafsi
valsi,178,different,rafsi
valsi,179,different,rafsi
valsi,18,different,rafsi
valsi,180,different,rafsi
valsi,181,different,rafsi
valsi,182,different,rafsi
valsi,183,different,rafsi
valsi,184,different,rafsi
valsi,185,different,rafsi
valsi,186,different,rafsi
valsi,187,different,rafsi
valsi,188,different,rafsi
valsi,189,different,rafsi
valsi,19,different,rafsi
valsi,190,different,rafsi
valsi,191,different,rafsi
valsi,192,different,rafsi
valsi,193,different,rafsi
valsi,194,different,rafsi
valsi,195,different,rafsi
valsi,196,different,rafsi
valsi,197,different,rafsi
valsi,198,different,rafsi
valsi,199,different,rafsi
valsi,2,different,rafsi
valsi,20,different,rafsi
valsi,200,different,rafsi
valsi,201,different,rafsi
valsi,202,different,rafsi
valsi,203,different,rafsi
valsi,204,different,rafsi
valsi,205,different,rafsi
valsi,206,different,rafsi
valsi,207,different,rafsi
valsi,208,different,rafsi
valsi,209,different,rafsi
valsi,21,different,rafsi
valsi,210,different,rafsi
valsi,211,different,rafsi
valsi,212,different,rafsi
valsi,213,different,rafsi
valsi,214,different,rafsi
valsi,215,different,rafsi
valsi,216,different,rafsi
valsi,217,different,rafsi
valsi,218,different,rafsi
valsi,219,different,rafsi
valsi,22,different,rafsi
valsi,220,different,rafsi
valsi,221,different,rafsi
valsi,222,different,rafsi
valsi,223,different,rafsi
valsi,224,different,rafsi
valsi,225,different,rafsi
valsi,226,different,rafsi
valsi,227,different,rafsi
valsi,228,different,rafsi
valsi,229,different,rafsi
valsi,23,different,rafsi
valsi,230,different,rafsi
valsi,231,different,rafsi
valsi,232,different,rafsi
valsi,233,different,rafsi
valsi,234,different,rafsi
valsi,235,different,rafsi
valsi,236,different,rafsi
valsi,237,different,rafsi
valsi,238,different,rafsi
valsi,239,different,rafsi
valsi,2392,different,rafsi
valsi,24,different,rafsi
valsi,240,different,rafsi
valsi,241,different,rafsi
valsi,242,different,rafsi
valsi,243,different,rafsi
valsi,244,different,rafsi
valsi,245,different,rafsi
valsi,246,different,rafsi
valsi,247,different,rafsi
valsi,248,different,rafsi
valsi,249,different,rafsi
valsi,25,different,rafsi
valsi,250,different,rafsi
valsi,2500,different,rafsi
valsi,251,different,rafsi
valsi,252,different,rafsi
valsi,253,different,rafsi
valsi,254,different,rafsi
valsi,255,different,rafsi
valsi,256,different,rafsi
valsi,257,different,rafsi
valsi,258,different,rafsi
valsi,259,different,rafsi
valsi,26,different,rafsi
valsi,260,different,rafsi
valsi,261,different,rafsi
valsi,262,different,rafsi
valsi,263,different,rafsi
valsi,264,different,rafsi
valsi,265,different,rafsi
valsi,266,different,rafsi
valsi,267,different,rafsi
valsi,268,different,rafsi
valsi,269,different,rafsi
valsi,27,different,rafsi
valsi,270,different,rafsi
valsi,271,different,rafsi
valsi,272,different,rafsi
valsi,273,different,rafsi
valsi,274,different,rafsi
valsi,275,different,rafsi
valsi,276,different,rafsi
valsi,277,different,rafsi
valsi,278,different,rafsi
valsi,279,different,rafsi
valsi,28,different,rafsi
valsi,280,different,rafsi
valsi,281,different,rafsi
valsi,282,different,rafsi
valsi,283,different,rafsi
valsi,284,different,rafsi
valsi,285,different,rafsi
valsi,286,different,rafsi
valsi,287,different,rafsi
valsi,288,different,rafsi
valsi,289,different,rafsi
valsi,29,different,rafsi
valsi,290,different,rafsi
valsi,291,different,rafsi
valsi,292,different,rafsi
valsi,293,different,rafsi
valsi,294,different,rafsi
valsi,295,different,rafsi
valsi,296,different,rafsi
valsi,297,different,rafsi
valsi,298,different,rafsi
valsi,299,different,rafsi
valsi,3,different,rafsi
valsi,30,different,rafsi
valsi,300,different,rafsi
valsi,301,different,rafsi
valsi,302,different,rafsi
valsi,303,different,rafsi
valsi,304,different,rafsi
valsi,305,different,rafsi
valsi,306,different,rafsi
valsi,307,different,rafsi
valsi,308,different,rafsi
valsi,309,different,rafsi
valsi,31,different,rafsi
valsi,310,different,rafsi
valsi,311,different,rafsi
valsi,312,different,rafsi
valsi,313,different,rafsi
valsi,314,different,rafsi
valsi,315,different,rafsi
valsi,316,different,rafsi
valsi,317,different,rafsi
valsi,318,different,rafsi
valsi,319,different,rafsi
valsi,32,different,rafsi
valsi,320,different,rafsi
valsi,321,different,rafsi
valsi,322,different,rafsi
valsi,323,different,rafsi
valsi,324,different,rafsi
valsi,325,different,rafsi
valsi,326,different,rafsi
valsi,327,different,rafsi
valsi,328,different,rafsi
valsi,329,different,rafsi
valsi,33,different,rafsi
valsi,330,different,rafsi
valsi,331,different,rafsi
valsi,332,different,rafsi
valsi,333,different,rafsi
valsi,334,different,rafsi
valsi,335,different,rafsi
valsi,336,different,rafsi
valsi,337,different,rafsi
valsi,338,different,rafsi
valsi,339,different,rafsi
valsi,34,different,rafsi
valsi,340,different,rafsi
valsi,341,different,rafsi
valsi,342,different,rafsi
valsi,343,different,rafsi
valsi,344,different,rafsi
valsi,345,different,rafsi
valsi,346,different,rafsi
valsi,347,different,rafsi
valsi,348,different,rafsi
valsi,349,different,rafsi
valsi,35,different,rafsi
valsi,350,different,rafsi
valsi,351,different,rafsi
valsi,352,different,rafsi
valsi,353,different,rafsi
valsi,354,different,rafsi
valsi,355,different,rafsi
valsi,356,different,rafsi
valsi,357,different,rafsi
valsi,358,different,rafsi
valsi,359,different,rafsi
valsi,36,different,rafsi
valsi,360,different,rafsi
valsi,361,different,rafsi
valsi,362,different,rafsi
valsi,363,different,rafsi
valsi,364,different,rafsi
valsi,365,different,rafsi
valsi,366,different,rafsi
valsi,367,different,rafsi
valsi,368,different,rafsi
valsi,369,different,rafsi
valsi,37,different,rafsi
valsi,370,different,rafsi
valsi,371,different,rafsi
valsi,372,different,rafsi
valsi,373,different,rafsi
valsi,374,different,rafsi
valsi,375,different,rafsi
valsi,376,different,rafsi
valsi,377,different,rafsi
valsi,378,different,rafsi
valsi,379,different,rafsi
valsi,38,different,rafsi
valsi,380,different,rafsi
valsi,381,different,rafsi
valsi,382,different,rafsi
valsi,383,different,rafsi
valsi,384,different,rafsi
valsi,385,different,rafsi
valsi,386,different,rafsi
valsi,387,different,rafsi
valsi,388,different,rafsi
valsi,389,different,rafsi
valsi,39,different,rafsi
valsi,390,different,rafsi
valsi,391,different,rafsi
valsi,392,different,rafsi
valsi,393,different,rafsi
valsi,394,different,rafsi
valsi,395,different,rafsi
valsi,396,different,rafsi
valsi,397,different,rafsi
valsi,398,different,rafsi
valsi,399,different,rafsi
valsi,4,different,rafsi
valsi,40,different,rafsi
valsi,400,different,rafsi
valsi,401,different,rafsi
valsi,402,different,rafsi
valsi,403,different,rafsi
valsi,404,different,rafsi
valsi,405,different,rafsi
valsi,406,different,rafsi
valsi,407,different,rafsi
valsi,408,different,rafsi
valsi,409,different,rafsi
valsi,41,different,rafsi
valsi,410,different,rafsi
valsi,411,different,rafsi
valsi,412,different,rafsi
valsi,413,different,rafsi
valsi,414,different,rafsi
valsi,415,different,rafsi
valsi,416,different,rafsi
valsi,417,different,rafsi
valsi,418,different,rafsi
valsi,419,different,rafsi
valsi,42,different,rafsi
valsi,420,different,rafsi
valsi,421,different,rafsi
valsi,422,different,rafsi
valsi,423,different,rafsi
valsi,424,different,rafsi
valsi,425,different,rafsi
valsi,426,different,rafsi
valsi,427,different,rafsi
valsi,428,different,rafsi
valsi,429,different,rafsi
valsi,43,different,rafsi
valsi,430,different,rafsi
valsi,431,different,rafsi
valsi,432,different,rafsi
valsi,433,different,rafsi
valsi,434,different,rafsi
valsi,435,different,rafsi
valsi,436,different,rafsi
valsi,437,different,rafsi
valsi,438,different,rafsi
valsi,439,different,rafsi
